SHATTER	0000000	"Kim Junghyun"	ENG_NW_001278_20130109_F00011TB4:171-182	Entity_XLING_0000001:ENG_NW_001278_20130109_F00011TB4	PER	NAM	1.0
SHATTER	0000001	"Pollyana"	ENG_DF_001503_20140604_G00A0AIFJ:5161-5168	Entity_XLING_0000011:ENG_DF_001503_20140604_G00A0AIFJ	PER	NAM	1.0
SHATTER	0000002	"Pollyana"	ENG_DF_001503_20140327_G00A0GJ60:1682-1689	Entity_XLING_0000011:ENG_DF_001503_20140327_G00A0GJ60	PER	NAM	1.0
SHATTER	0000003	"Pollyana"	ENG_DF_001503_20130625_G00A0AV0I:3141-3148	Entity_XLING_0000011:ENG_DF_001503_20130625_G00A0AV0I	PER	NAM	1.0
SHATTER	0000004	"Pulaski"	ENG_DF_001503_20140317_G00A0GIYH:4347-4353	Entity_XLING_0000012:ENG_DF_001503_20140317_G00A0GIYH	PER	NAM	1.0
SHATTER	0000005	"Pulaski"	ENG_DF_001503_20160121_G00A0GN6O:4381-4387	Entity_XLING_0000012:ENG_DF_001503_20160121_G00A0GN6O	PER	NAM	1.0
SHATTER	0000006	"Pulaski"	ENG_DF_001503_20140402_G00A0GJ98:1554-1560	Entity_XLING_0000012:ENG_DF_001503_20140402_G00A0GJ98	PER	NAM	1.0
SHATTER	0000007	"Bermudashorts"	ENG_DF_001503_20140113_G00A0GHPC:2757-2769	Entity_XLING_0000017:ENG_DF_001503_20140113_G00A0GHPC	PER	NAM	1.0
SHATTER	0000008	"Bermudashorts"	ENG_DF_001503_20140113_G00A0GHPC:1202-1214	Entity_XLING_0000017:ENG_DF_001503_20140113_G00A0GHPC	PER	NAM	1.0
SHATTER	0000009	"mcarnes"	ENG_DF_001471_20050614_G00A0FCSK:4072-4078	Entity_XLING_0000041:ENG_DF_001471_20050614_G00A0FCSK	PER	NAM	1.0
SHATTER	0000010	"冉维"	ENG_NW_001278_20130118_F000138PA:184-185	Entity_XLING_0000055:ENG_NW_001278_20130118_F000138PA	PER	NAM	1.0
SHATTER	0000011	"sports"	ENG_NW_001278_20130514_F00012ICP:151-156	Entity_XLING_0000101:ENG_NW_001278_20130514_F00012ICP	PER	NAM	1.0
SHATTER	0000012	"JamesM"	ENG_DF_001503_20140605_G00A0GKEU:999-1004	Entity_XLING_0000169:ENG_DF_001503_20140605_G00A0GKEU	PER	NAM	1.0
SHATTER	0000013	"cresta57"	ENG_DF_001503_20130522_G00A0GEWX:2266-2273	Entity_XLING_0000183:ENG_DF_001503_20130522_G00A0GEWX	PER	NAM	1.0
SHATTER	0000014	"moneypenny20"	ENG_DF_001503_20140327_G00A0GJ60:2134-2145	Entity_XLING_0000184:ENG_DF_001503_20140327_G00A0GJ60	PER	NAM	1.0
SHATTER	0000015	"moneypenny20"	ENG_DF_001503_20140327_G00A0GJ60:2712-2723	Entity_XLING_0000184:ENG_DF_001503_20140327_G00A0GJ60	PER	NAM	1.0
SHATTER	0000016	"sj introd"	ENG_DF_001471_20130626_G00A0FNIS:3242-3250	Entity_XLING_0000188:ENG_DF_001471_20130626_G00A0FNIS	PER	NAM	1.0
SHATTER	0000017	"Old Peninsula Brew Pub"	ENG_DF_001471_20130626_G00A0FNIS:4180-4201	Entity_XLING_0000189:ENG_DF_001471_20130626_G00A0FNIS	FAC	NAM	1.0
SHATTER	0000018	"Exploring Mars"	ENG_DF_001471_20130626_G00A0FNIS:4297-4310	Entity_XLING_0000190:ENG_DF_001471_20130626_G00A0FNIS	LOC	NAM	1.0
SHATTER	0000019	"SanJacinto"	ENG_DF_001471_20130626_G00A0FNIS:115-124	Entity_XLING_0000191:ENG_DF_001471_20130626_G00A0FNIS	PER	NAM	1.0
SHATTER	0000020	"Jessica Lares"	ENG_DF_001471_20130626_G00A0FNIS:1060-1072	Entity_XLING_0000192:ENG_DF_001471_20130626_G00A0FNIS	PER	NAM	1.0
SHATTER	0000021	"Jessica Lares"	ENG_DF_001471_20130411_G00A0FN18:4437-4449	Entity_XLING_0000192:ENG_DF_001471_20130411_G00A0FN18	PER	NAM	1.0
SHATTER	0000022	"Jessica Lares"	ENG_DF_001471_20131205_G00A0FP3R:568-580	Entity_XLING_0000192:ENG_DF_001471_20131205_G00A0FP3R	PER	NAM	1.0
SHATTER	0000023	"cambookpro"	ENG_DF_001471_20130626_G00A0FNIS:1519-1528	Entity_XLING_0000193:ENG_DF_001471_20130626_G00A0FNIS	PER	NAM	1.0
SHATTER	0000024	"roadbloc"	ENG_DF_001471_20130626_G00A0FNIS:1957-1964	Entity_XLING_0000194:ENG_DF_001471_20130626_G00A0FNIS	PER	NAM	1.0
SHATTER	0000025	"roadbloc"	ENG_DF_001471_20140116_G00A0FPGW:3015-3022	Entity_XLING_0000194:ENG_DF_001471_20140116_G00A0FPGW	PER	NAM	1.0
SHATTER	0000026	"MacsRgr8"	ENG_DF_001471_20130626_G00A0FNIS:2074-2081	Entity_XLING_0000195:ENG_DF_001471_20130626_G00A0FNIS	PER	NAM	1.0
SHATTER	0000027	"Nermal"	ENG_DF_001471_20130626_G00A0FNIS:2558-2563	Entity_XLING_0000196:ENG_DF_001471_20130626_G00A0FNIS	PER	NAM	1.0
SHATTER	0000028	"dukebound85"	ENG_DF_001471_20111104_G00A0FKEO:1344-1354	Entity_XLING_0000197:ENG_DF_001471_20111104_G00A0FKEO	PER	NAM	1.0
SHATTER	0000029	"dukebound85"	ENG_DF_001471_20130626_G00A0FNIS:2763-2773	Entity_XLING_0000197:ENG_DF_001471_20130626_G00A0FNIS	PER	NAM	1.0
SHATTER	0000030	"bruds23"	ENG_DF_001471_20130626_G00A0FNIS:3176-3182	Entity_XLING_0000198:ENG_DF_001471_20130626_G00A0FNIS	PER	NAM	1.0
SHATTER	0000031	"A Hebrew"	ENG_DF_001471_20130626_G00A0FNIS:3409-3416	Entity_XLING_0000199:ENG_DF_001471_20130626_G00A0FNIS	PER	NAM	1.0
SHATTER	0000032	"appleguy123"	ENG_DF_001471_20130626_G00A0FNIS:3601-3611	Entity_XLING_0000200:ENG_DF_001471_20130626_G00A0FNIS	PER	NAM	1.0
SHATTER	0000033	"GermanyChris"	ENG_DF_001471_20130626_G00A0FNIS:3851-3862	Entity_XLING_0000201:ENG_DF_001471_20130626_G00A0FNIS	PER	NAM	1.0
SHATTER	0000034	"turtle777"	ENG_DF_001471_20130626_G00A0FNIS:4242-4250	Entity_XLING_0000202:ENG_DF_001471_20130626_G00A0FNIS	PER	NAM	1.0
SHATTER	0000035	"yg17"	ENG_DF_001471_20130626_G00A0FNIS:4391-4394	Entity_XLING_0000203:ENG_DF_001471_20130626_G00A0FNIS	PER	NAM	1.0
SHATTER	0000036	"yg17"	ENG_DF_001471_20060626_G00A0FF5Z:1507-1510	Entity_XLING_0000203:ENG_DF_001471_20060626_G00A0FF5Z	PER	NAM	1.0
SHATTER	0000037	"yg17"	ENG_DF_001471_20160304_G00A0G63S:323-326	Entity_XLING_0000203:ENG_DF_001471_20160304_G00A0G63S	PER	NAM	1.0
SHATTER	0000038	"AngryGerbil"	ENG_DF_001471_20130626_G00A0FNIS:4633-4643	Entity_XLING_0000204:ENG_DF_001471_20130626_G00A0FNIS	PER	NAM	1.0
SHATTER	0000039	"\-V-/"	ENG_DF_001471_20130626_G00A0FNIS:5105-5109	Entity_XLING_0000205:ENG_DF_001471_20130626_G00A0FNIS	PER	NAM	1.0
SHATTER	0000040	"eawmp1"	ENG_DF_001471_20130626_G00A0FNIS:5326-5331	Entity_XLING_0000206:ENG_DF_001471_20130626_G00A0FNIS	PER	NAM	1.0
SHATTER	0000041	"maflynn"	ENG_DF_001471_20130626_G00A0FNIS:5555-5561	Entity_XLING_0000207:ENG_DF_001471_20130626_G00A0FNIS	PER	NAM	1.0
SHATTER	0000042	"maflynn"	ENG_DF_001471_20131205_G00A0FP3R:1808-1814	Entity_XLING_0000207:ENG_DF_001471_20131205_G00A0FP3R	PER	NAM	1.0
SHATTER	0000043	"Eduardo del Buey"	ENG_NW_001278_20130731_F00012PX6:765-780	Entity_XLING_0000210:ENG_NW_001278_20130731_F00012PX6	PER	NAM	1.0
SHATTER	0000044	"裴蕾"	ENG_NW_001278_20130828_F00011S1X:178-179	Entity_XLING_0000213:ENG_NW_001278_20130828_F00011S1X	PER	NAM	1.0
SHATTER	0000045	"ozzieeagle"	ENG_DF_001503_20130522_G00A0GEWX:3412-3421	Entity_XLING_0000225:ENG_DF_001503_20130522_G00A0GEWX	PER	NAM	1.0
SHATTER	0000046	"PAR35"	ENG_DF_001487_20160419_G00A0G8H3:1681-1685	Entity_XLING_0000254:ENG_DF_001487_20160419_G00A0G8H3	PER	NAM	1.0
SHATTER	0000047	"姬少亭"	ENG_NW_001278_20130117_F00012AFP:192-194	Entity_XLING_0000260:ENG_NW_001278_20130117_F00012AFP	PER	NAM	1.0
SHATTER	0000048	"Sally Redux"	ENG_DF_001503_20100301_G00A0GBOO:2551-2561	Entity_XLING_0000283:ENG_DF_001503_20100301_G00A0GBOO	PER	NAM	1.0
SHATTER	0000049	"Sally Redux"	ENG_DF_001503_20101030_G00A09VCO:1892-1902	Entity_XLING_0000283:ENG_DF_001503_20101030_G00A09VCO	PER	NAM	1.0
SHATTER	0000050	"Sally Redux"	ENG_DF_001503_20101030_G00A09VCO:7216-7226	Entity_XLING_0000283:ENG_DF_001503_20101030_G00A09VCO	PER	NAM	1.0
SHATTER	0000051	"Sally Redux"	ENG_DF_001503_20131004_G00A0AJ0V:440-450	Entity_XLING_0000283:ENG_DF_001503_20131004_G00A0AJ0V	PER	NAM	1.0
SHATTER	0000052	"Sally Redux"	ENG_DF_001503_20101030_G00A09VCO:4295-4305	Entity_XLING_0000283:ENG_DF_001503_20101030_G00A09VCO	PER	NAM	1.0
SHATTER	0000053	"Sally Redux"	ENG_DF_001503_20101030_G00A09VCO:1154-1164	Entity_XLING_0000283:ENG_DF_001503_20101030_G00A09VCO	PER	NAM	1.0
SHATTER	0000054	"Sally Redux"	ENG_DF_001503_20100301_G00A0GBOO:358-368	Entity_XLING_0000283:ENG_DF_001503_20100301_G00A0GBOO	PER	NAM	1.0
SHATTER	0000055	"penguinbar"	ENG_DF_001503_20140317_G00A0GIYH:2228-2237	Entity_XLING_0000287:ENG_DF_001503_20140317_G00A0GIYH	PER	NAM	1.0
SHATTER	0000056	"penguinbar"	ENG_DF_001503_20140317_G00A0GIYH:997-1006	Entity_XLING_0000287:ENG_DF_001503_20140317_G00A0GIYH	PER	NAM	1.0
SHATTER	0000057	"Meow"	ENG_DF_001503_20130715_G00A0GFGV:1452-1455	Entity_XLING_0000339:ENG_DF_001503_20130715_G00A0GFGV	PER	NAM	1.0
SHATTER	0000058	"Meow"	ENG_DF_001503_20130715_G00A0GFGV:5447-5450	Entity_XLING_0000339:ENG_DF_001503_20130715_G00A0GFGV	PER	NAM	1.0
SHATTER	0000059	"Meow"	ENG_DF_001503_20130921_G00A0GGAW:4255-4258	Entity_XLING_0000339:ENG_DF_001503_20130921_G00A0GGAW	PER	NAM	1.0
SHATTER	0000060	"Jit Kumar"	ENG_NW_001278_20130425_F00011XR0:184-192	Entity_XLING_0000346:ENG_NW_001278_20130425_F00011XR0	PER	NAM	1.0
SHATTER	0000061	"Jit Kumar"	ENG_NW_001278_20130113_F00013PQC:184-192	Entity_XLING_0000346:ENG_NW_001278_20130113_F00013PQC	PER	NAM	1.0
SHATTER	0000062	"DoodleDawg"	ENG_DF_001487_20160419_G00A0G8H3:6315-6324	Entity_XLING_0000367:ENG_DF_001487_20160419_G00A0G8H3	PER	NAM	1.0
SHATTER	0000063	"DoodleDawg"	ENG_DF_001487_20160419_G00A0G8H3:6035-6044	Entity_XLING_0000367:ENG_DF_001487_20160419_G00A0G8H3	PER	NAM	1.0
SHATTER	0000064	"DoodleDawg"	ENG_DF_001487_20160419_G00A0G8H3:2115-2124	Entity_XLING_0000367:ENG_DF_001487_20160419_G00A0G8H3	PER	NAM	1.0
SHATTER	0000065	"DoodleDawg"	ENG_DF_001487_20160419_G00A0G8H3:4310-4319	Entity_XLING_0000367:ENG_DF_001487_20160419_G00A0G8H3	PER	NAM	1.0
SHATTER	0000066	"Snickering Hound"	ENG_DF_001487_20160419_G00A0G8H3:6774-6789	Entity_XLING_0000371:ENG_DF_001487_20160419_G00A0G8H3	PER	NAM	1.0
SHATTER	0000067	"real saxophonist"	ENG_DF_001487_20160419_G00A0G8H3:1217-1232	Entity_XLING_0000379:ENG_DF_001487_20160419_G00A0G8H3	PER	NAM	1.0
SHATTER	0000068	"iJohnHenry"	ENG_DF_001471_20080815_G00A0FHFP:3062-3071	Entity_XLING_0000387:ENG_DF_001471_20080815_G00A0FHFP	PER	NAM	1.0
SHATTER	0000069	"iJohnHenry"	ENG_DF_001471_20080815_G00A0FHFP:6340-6349	Entity_XLING_0000387:ENG_DF_001471_20080815_G00A0FHFP	PER	NAM	1.0
SHATTER	0000070	"rocknblogger"	ENG_DF_001471_20130411_G00A0FN18:3093-3104	Entity_XLING_0000398:ENG_DF_001471_20130411_G00A0FN18	PER	NAM	1.0
SHATTER	0000071	"hungryhorace"	ENG_DF_001503_20140402_G00A0GJ98:2397-2408	Entity_XLING_0000405:ENG_DF_001503_20140402_G00A0GJ98	PER	NAM	1.0
SHATTER	0000072	"hungryhorace"	ENG_DF_001503_20140130_G00A0GI0L:3819-3830	Entity_XLING_0000405:ENG_DF_001503_20140130_G00A0GI0L	PER	NAM	1.0
SHATTER	0000073	"hungryhorace"	ENG_DF_001503_20140130_G00A0GI0L:5069-5080	Entity_XLING_0000405:ENG_DF_001503_20140130_G00A0GI0L	PER	NAM	1.0
SHATTER	0000074	"hungryhorace"	ENG_DF_001503_20140402_G00A0GJ98:133-144	Entity_XLING_0000405:ENG_DF_001503_20140402_G00A0GJ98	PER	NAM	1.0
SHATTER	0000075	"sir_eccles"	ENG_DF_001503_20160121_G00A0GN6O:633-642	Entity_XLING_0000406:ENG_DF_001503_20160121_G00A0GN6O	PER	NAM	1.0
SHATTER	0000076	"sir_eccles"	ENG_DF_001503_20130713_G00A0GFG3:1475-1484	Entity_XLING_0000406:ENG_DF_001503_20130713_G00A0GFG3	PER	NAM	1.0
SHATTER	0000077	"sir_eccles"	ENG_DF_001503_20160121_G00A0GN6O:2727-2736	Entity_XLING_0000406:ENG_DF_001503_20160121_G00A0GN6O	PER	NAM	1.0
SHATTER	0000078	"sir_eccles"	ENG_DF_001503_20140520_G00A0GK5U:102-111	Entity_XLING_0000406:ENG_DF_001503_20140520_G00A0GK5U	PER	NAM	1.0
SHATTER	0000079	"sir_eccles"	ENG_DF_001503_20140130_G00A0GI0L:263-272	Entity_XLING_0000406:ENG_DF_001503_20140130_G00A0GI0L	PER	NAM	1.0
SHATTER	0000080	"sir_eccles"	ENG_DF_001503_20140317_G00A0GIYH:325-334	Entity_XLING_0000406:ENG_DF_001503_20140317_G00A0GIYH	PER	NAM	1.0
