CMN_DF_000020_20140219_G00A0BX20	1015	1019	cluster0000001	1.0	PER/NAM
CMN_DF_000020_20140219_G00A0BX20	103	112	cluster0000001	1.0	PER/NAM
CMN_DF_000020_20140219_G00A0BX20	1095	1101	cluster0000001	1.0	PER/NAM
CMN_DF_000020_20140219_G00A0BX20	1160	1161	cluster0000001	1.0	PER/NAM
CMN_DF_000020_20140219_G00A0BX20	1189	1193	cluster0000001	1.0	PER/NAM
CMN_DF_000020_20140219_G00A0BX20	1306	1313	cluster0000001	1.0	PER/NAM
CMN_DF_000020_20140219_G00A0BX20	1397	1400	cluster0000001	1.0	PER/NAM
CMN_DF_000020_20140219_G00A0BX20	1527	1534	cluster0000001	1.0	PER/NAM
CMN_DF_000020_20140219_G00A0BX20	159	160	cluster0000001	1.0	PER/NAM
CMN_DF_000020_20140219_G00A0BX20	1638	1641	cluster0000001	1.0	PER/NAM
CMN_DF_000020_20140219_G00A0BX20	1725	1728	cluster0000001	1.0	PER/NAM
CMN_DF_000020_20140219_G00A0BX20	1834	1837	cluster0000001	1.0	PER/NAM
CMN_DF_000020_20140219_G00A0BX20	1916	1925	cluster0000001	1.0	PER/NAM
CMN_DF_000020_20140219_G00A0BX20	1998	2001	cluster0000001	1.0	PER/NAM
CMN_DF_000020_20140219_G00A0BX20	2081	2084	cluster0000001	1.0	PER/NAM
CMN_DF_000020_20140219_G00A0BX20	2171	2172	cluster0000001	1.0	PER/NAM
CMN_DF_000020_20140219_G00A0BX20	2216	2219	cluster0000001	1.0	PER/NAM
CMN_DF_000020_20140219_G00A0BX20	2221	2222	cluster0000001	1.0	PER/NAM
CMN_DF_000020_20140219_G00A0BX20	2246	2252	cluster0000001	1.0	PER/NAM
CMN_DF_000020_20140219_G00A0BX20	2325	2333	cluster0000001	1.0	PER/NAM
CMN_DF_000020_20140219_G00A0BX20	2394	2395	cluster0000001	1.0	LOC/NAM
CMN_DF_000020_20140219_G00A0BX20	2425	2426	cluster0000001	1.0	GPE/NAM
CMN_DF_000020_20140219_G00A0BX20	2452	2452	cluster0000001	1.0	GPE/NAM
CMN_DF_000020_20140219_G00A0BX20	2481	2491	cluster0000001	1.0	PER/NAM
CMN_DF_000020_20140219_G00A0BX20	2625	2627	cluster0000001	1.0	PER/NAM
CMN_DF_000020_20140219_G00A0BX20	2691	2692	cluster0000001	1.0	GPE/NAM
CMN_DF_000020_20140219_G00A0BX20	2739	2742	cluster0000001	1.0	PER/NAM
CMN_DF_000020_20140219_G00A0BX20	2821	2824	cluster0000001	1.0	PER/NAM
CMN_DF_000020_20140219_G00A0BX20	2907	2911	cluster0000001	1.0	PER/NAM
CMN_DF_000020_20140219_G00A0BX20	2967	2968	cluster0000001	1.0	PER/NAM
CMN_DF_000020_20140219_G00A0BX20	3011	3014	cluster0000001	1.0	PER/NAM
CMN_DF_000020_20140219_G00A0BX20	3105	3112	cluster0000001	1.0	PER/NAM
CMN_DF_000020_20140219_G00A0BX20	3195	3199	cluster0000001	1.0	PER/NAM
CMN_DF_000020_20140219_G00A0BX20	3278	3282	cluster0000001	1.0	PER/NAM
CMN_DF_000020_20140219_G00A0BX20	3326	3327	cluster0000001	1.0	PER/NAM
